item,imdbID,itemLabel,domesticGross
http://www.wikidata.org/entity/Q7019633,tt0077986,Newsfront,1576000
http://www.wikidata.org/entity/Q192160,tt1135092,The Limits of Control,1981134
http://www.wikidata.org/entity/Q11705049,tt1247681,Magic Journey to Africa,1557590
http://www.wikidata.org/entity/Q48954660,tt8396188,Tanks for Stalin,1591172
http://www.wikidata.org/entity/Q5741182,tt1588358,Hermano,1610864
http://www.wikidata.org/entity/Q2044064,tt0073918,The Yakuza,1500000
http://www.wikidata.org/entity/Q4478935,tt1912518,Burnt by the Sun 2: The Citadel,1500000
http://www.wikidata.org/entity/Q47486507,tt6998518,Mandy,1555203
http://www.wikidata.org/entity/Q1779674,tt0458242,Lights in the Dusk,1615018
http://www.wikidata.org/entity/Q105481082,tt14034966,Wheel of Fortune and Fantasy,1549142
http://www.wikidata.org/entity/Q65084655,tt9484998,Palm Springs,1512871
http://www.wikidata.org/entity/Q1536124,tt0031260,Each Dawn I Die,1570000
http://www.wikidata.org/entity/Q315732,tt0063462,The Producers,1600000
http://www.wikidata.org/entity/Q426828,tt0246578,Donnie Darko,1480006
http://www.wikidata.org/entity/Q60994427,tt8875366,The Crossing,1479151
http://www.wikidata.org/entity/Q60994427,tt8875366,The Crossing,1589212
http://www.wikidata.org/entity/Q448211,tt0091981,Solarbabies,1579260
http://www.wikidata.org/entity/Q1138382,tt0033717,High Sierra,1489000
http://www.wikidata.org/entity/Q475693,tt0364569,Oldboy,1882334
http://www.wikidata.org/entity/Q20026854,tt2620590,Leatherface,1500000
http://www.wikidata.org/entity/Q339804,tt0118849,Children of Heaven,1628579
http://www.wikidata.org/entity/Q26966357,tt2651370,Carmin Tropical,1500000
http://www.wikidata.org/entity/Q954703,tt0359423,A Home at the End of the World,1548955
http://www.wikidata.org/entity/Q111668106,tt19770238,Aftersun,1658790
http://www.wikidata.org/entity/Q7602448,tt0084728,Starstruck,1541000
http://www.wikidata.org/entity/Q137703,tt0119815,Four Days in September,1800000
http://www.wikidata.org/entity/Q6061284,tt0044751,Invitation,1455000
http://www.wikidata.org/entity/Q5716888,tt1110207,Under the Salt,1577437
http://www.wikidata.org/entity/Q12126301,tt0156807,Mr. Accident,1612424
http://www.wikidata.org/entity/Q204191,tt0038650,It's a Wonderful Life,1474573
http://www.wikidata.org/entity/Q280928,tt0424880,Candy,1630587
http://www.wikidata.org/entity/Q3177619,tt0051114,The True Story of Jesse James,1500000
http://www.wikidata.org/entity/Q4877736,tt1209377,Beautiful Kate,1618490
http://www.wikidata.org/entity/Q59572,tt0199626,In the Cut,1666830
http://www.wikidata.org/entity/Q1752724,tt0056234,Merrill's Marauders,1600000
http://www.wikidata.org/entity/Q11159161,tt2387513,The Liberator,1500000
http://www.wikidata.org/entity/Q127665,tt0101898,Flirting,1655044
http://www.wikidata.org/entity/Q501182,tt0105078,Out on a Limb,1660000
http://www.wikidata.org/entity/Q6691661,tt0116931,Love and Other Catastrophes,1637929
http://www.wikidata.org/entity/Q1136692,tt0052920,The Immoral Mr. Teas,1500000
http://www.wikidata.org/entity/Q4933347,tt0040848,Summer Holiday,1609000
http://www.wikidata.org/entity/Q2329874,tt0033740,I Wake Up Screaming,1491500
http://www.wikidata.org/entity/Q1196670,tt0012675,The Sheik,1500000
http://www.wikidata.org/entity/Q4930799,tt0309380,Blurred,1454428
http://www.wikidata.org/entity/Q7618838,tt0072209,Stone,1572000
http://www.wikidata.org/entity/Q15992467,tt3354222,As the Gods Will,1550277
http://www.wikidata.org/entity/Q108470673,tt9410034,The Last Bus,1645196
http://www.wikidata.org/entity/Q2279233,tt0040664,On Our Merry Way,1500000
http://www.wikidata.org/entity/Q911271,tt0069518,The New One-Armed Swordsman,1596530
http://www.wikidata.org/entity/Q7735810,tt0093072,The Garbage Pail Kids Movie,1576615
http://www.wikidata.org/entity/Q483849,tt0310775,Sympathy for Mr. Vengeance,1818524
http://www.wikidata.org/entity/Q227478,tt0066471,Too Late the Hero,1590000
http://www.wikidata.org/entity/Q55609803,tt8291806,Pain and Glory,1626406
http://www.wikidata.org/entity/Q3082474,tt1605717,Frank,1478391
http://www.wikidata.org/entity/Q502530,tt0042994,Stage Fright,1908000
http://www.wikidata.org/entity/Q10551817,tt0067320,Kärlekens XYZ,1611384
http://www.wikidata.org/entity/Q107675028,tt13880104,Happening,1577367
http://www.wikidata.org/entity/Q1745723,tt0432264,Clubland,1501002
http://www.wikidata.org/entity/Q7299693,tt0493160,Razzle Dazzle: A Journey into Dance,1640644
http://www.wikidata.org/entity/Q101305401,tt12971924,The Call,1591194
http://www.wikidata.org/entity/Q4998921,tt0088866,Burke & Wills,1567000
http://www.wikidata.org/entity/Q2628694,tt1714210,Weekend,1577585
http://www.wikidata.org/entity/Q7764269,tt0108137,The Silver Brumby,1532649
http://www.wikidata.org/entity/Q7836079,tt0094176,Travelling North,1464000
http://www.wikidata.org/entity/Q28598663,tt7776936,Frontier,1476576
http://www.wikidata.org/entity/Q785333,tt0035608,Action in the North Atlantic,3460000
http://www.wikidata.org/entity/Q624055,tt0034465,Arabian Nights,3453416
http://www.wikidata.org/entity/Q156911,tt0093191,Wings of Desire,3333969
http://www.wikidata.org/entity/Q156911,tt0093191,Wings of Desire,3404057
http://www.wikidata.org/entity/Q1426984,tt0084920,Wrong Is Right,3583513
http://www.wikidata.org/entity/Q1059536,tt0069050,The Other,3500000
http://www.wikidata.org/entity/Q1166556,tt0109555,Darr,3480000
http://www.wikidata.org/entity/Q6466299,tt1695136,La otra familia,3297256
http://www.wikidata.org/entity/Q17458046,tt3805180,All at Once,3442454
http://www.wikidata.org/entity/Q5437219,tt0340110,Fat Pizza,3651320
http://www.wikidata.org/entity/Q830585,tt0035799,Destination Tokyo,3237000
http://www.wikidata.org/entity/Q432088,tt0093512,Maurice,3300000
http://www.wikidata.org/entity/Q547120,tt0460791,The Fall,3700000
http://www.wikidata.org/entity/Q1753731,tt0248845,Hedwig and the Angry Inch,3660081
http://www.wikidata.org/entity/Q595882,tt0306432,My Mother Likes Women,3357000
http://www.wikidata.org/entity/Q39073956,tt5862312,Veronica,3525648
http://www.wikidata.org/entity/Q617203,tt0427582,The Method,3500000
http://www.wikidata.org/entity/Q1432710,tt0290212,Full Frontal,3438804
http://www.wikidata.org/entity/Q80322358,tt10366206,John Wick: Chapter 4,3697907
http://www.wikidata.org/entity/Q201234,tt0029843,The Adventures of Robin Hood,3981000
http://www.wikidata.org/entity/Q18699754,tt2872462,Mistress America,3300000
http://www.wikidata.org/entity/Q2474464,tt0072750,Bug,3602023
http://www.wikidata.org/entity/Q2588951,tt1528071,Horns,3347106
http://www.wikidata.org/entity/Q21843265,tt5487052,Den vyborov 2,3522317
http://www.wikidata.org/entity/Q169087,tt0466399,Ten Canoes,3511649
http://www.wikidata.org/entity/Q747877,tt0109445,Clerks,3151130
http://www.wikidata.org/entity/Q668484,tt0082677,Looker,3281232
http://www.wikidata.org/entity/Q76479,tt0058461,A Fistful of Dollars,3500000
http://www.wikidata.org/entity/Q143835,tt0144715,Holy Smoke!,3580723
http://www.wikidata.org/entity/Q86675328,tt11003218,Pig,3186668
http://www.wikidata.org/entity/Q1692212,tt0091464,Malcolm,3483139
http://www.wikidata.org/entity/Q327332,tt0165798,Ghost Dog: The Way of the Samurai,3308029
http://www.wikidata.org/entity/Q202982,tt0238546,Queen of the Damned,3204388
http://www.wikidata.org/entity/Q28870401,tt4924942,The Invisible Guardian,3700000
http://www.wikidata.org/entity/Q733627,tt0043924,A Place in the Sun,3500000
http://www.wikidata.org/entity/Q10285703,tt0089167,Fraternity Vacation,3333306
http://www.wikidata.org/entity/Q748205,tt0480025,This Is England,3144754
http://www.wikidata.org/entity/Q7729665,tt0097182,The Delinquents,3370650
http://www.wikidata.org/entity/Q1601716,tt0034578,Captains of the Clouds,3428000
http://www.wikidata.org/entity/Q483197,tt2299842,Pietà,3623330
http://www.wikidata.org/entity/Q944356,tt0164538,Dil Se..,3490000
http://www.wikidata.org/entity/Q978770,tt0038991,The Stranger,3216000
http://www.wikidata.org/entity/Q67761708,tt9648886,Arab Blues,3168289
http://www.wikidata.org/entity/Q909098,tt0105275,Romper Stomper,3165034
http://www.wikidata.org/entity/Q2844879,tt2316411,Enemy,3400000
http://www.wikidata.org/entity/Q62124115,tt7806430,Perdiendo el este,3288447
http://www.wikidata.org/entity/Q17986183,tt3707106,By the Sea,3300000
http://www.wikidata.org/entity/Q64768714,tt8049994,Little Eggs: An African Rescue,3500000
http://www.wikidata.org/entity/Q2527476,tt0094961,Dead Heat,3588626
http://www.wikidata.org/entity/Q17003216,tt4162910,The Frog Kingdom,3500000
http://www.wikidata.org/entity/Q16395232,tt3612616,Mommy,3494070
http://www.wikidata.org/entity/Q10968934,tt0481390,Kokoda,3138501
http://www.wikidata.org/entity/Q952142,tt0111495,Three Colours: Red,3581969
http://www.wikidata.org/entity/Q952142,tt0111495,Three Colours: Red,3600996
http://www.wikidata.org/entity/Q1568425,tt1340123,Samson and Delilah,3188931
http://www.wikidata.org/entity/Q300356,tt0093978,A Chinese Ghost Story,3783972
http://www.wikidata.org/entity/Q466354,tt1183252,Chocolate,3179014
http://www.wikidata.org/entity/Q670378,tt0077405,Days of Heaven,3660880
http://www.wikidata.org/entity/Q26797463,tt5270810,Earthquake,3628615
http://www.wikidata.org/entity/Q148204,tt0080855,Heaven's Gate,3484331
http://www.wikidata.org/entity/Q1099384,tt0388838,Clean,3300000
http://www.wikidata.org/entity/Q670378,tt0077405,Days of Heaven,3446749
http://www.wikidata.org/entity/Q781053,tt0429078,Seven Swords,3473290
http://www.wikidata.org/entity/Q64679010,tt8829616,Friday Market,3418480
http://www.wikidata.org/entity/Q426196,tt0070723,Soylent Green,3600000
http://www.wikidata.org/entity/Q2986009,tt1418646,Beneath Hill 60,3209471
http://www.wikidata.org/entity/Q169372,tt0097257,Earth Girls Are Easy,3900000
http://www.wikidata.org/entity/Q144414,tt0061398,Berserk!,3195000
http://www.wikidata.org/entity/Q1213589,tt0063056,Hell in the Pacific,3230000
http://www.wikidata.org/entity/Q2711786,tt0378453,"No sos vos, soy yo",3125254
http://www.wikidata.org/entity/Q18153484,tt3704050,Remember,3692491
http://www.wikidata.org/entity/Q2619747,tt0109508,Crumb,3174695
http://www.wikidata.org/entity/Q21857474,tt5294966,Umi yori mo Mada Fukaku,3120206
http://www.wikidata.org/entity/Q764962,tt0049778,Somebody Up There Likes Me,3360000
http://www.wikidata.org/entity/Q134430,tt0029583,Snow White and the Seven Dwarfs,4200000
http://www.wikidata.org/entity/Q18392433,tt4062536,Green Room,3220371
http://www.wikidata.org/entity/Q20091910,tt2736854,O chyom molchat devushki,3678530
http://www.wikidata.org/entity/Q2297385,tt0096219,Talk Radio,3468572
http://www.wikidata.org/entity/Q4952040,tt0472615,BoyTown,3135972
http://www.wikidata.org/entity/Q28532726,tt3278224,I Dream in Another Language,3700000
http://www.wikidata.org/entity/Q1518910,tt0111309,The Sum of Us,3327456
http://www.wikidata.org/entity/Q19363370,tt4357170,A la mala,3646627
http://www.wikidata.org/entity/Q260208,tt0330229,Dolls,4123035
http://www.wikidata.org/entity/Q28956599,tt6053438,First Reformed,3448256
http://www.wikidata.org/entity/Q386164,tt0093605,Near Dark,3400000
http://www.wikidata.org/entity/Q28114659,tt5649108,Thoroughbreds,3187255
http://www.wikidata.org/entity/Q5024134,tt2234003,Calvary,3600006
http://www.wikidata.org/entity/Q3417921,tt1625098,Igualita a mí,3709309
http://www.wikidata.org/entity/Q886662,tt0036218,Northern Pursuit,3252000
http://www.wikidata.org/entity/Q5352424,tt1261393,El estudiante,3241731
http://www.wikidata.org/entity/Q944984,tt0311519,The Man Without a Past,3494191
http://www.wikidata.org/entity/Q1215150,tt0093744,The New Adventures of Pippi Longstocking,3569939
http://www.wikidata.org/entity/Q1219965,tt0039926,The Two Mrs. Carrolls,3569000
http://www.wikidata.org/entity/Q22350752,tt4846232,Good Time,3283369
http://www.wikidata.org/entity/Q663298,tt0266391,The Cat's Meow,3646994
http://www.wikidata.org/entity/Q289204,tt0116922,Lost Highway,3726792
http://www.wikidata.org/entity/Q289204,tt0116922,Lost Highway,3755139
http://www.wikidata.org/entity/Q607337,tt0042041,White Heat,3483000
http://www.wikidata.org/entity/Q135401,tt2142055,Xingu,3898283.67
http://www.wikidata.org/entity/Q642842,tt0051554,Dracula,3500000
http://www.wikidata.org/entity/Q1200137,tt1403988,The Romantics,123820
http://www.wikidata.org/entity/Q55608684,tt0270902,Cunnamulla,132485
http://www.wikidata.org/entity/Q7451053,tt0256375,Sensitive New-Age Killer,132204
http://www.wikidata.org/entity/Q1419324,tt0085544,First Contact,120000
http://www.wikidata.org/entity/Q28213068,tt5084170,Blade of the Immortal,150532
http://www.wikidata.org/entity/Q106350432,tt12500804,La casa del caracol,126566
http://www.wikidata.org/entity/Q5818279,tt0353765,Lost in Galicia,121928
http://www.wikidata.org/entity/Q5905890,tt0291993,Horseplay,140550
http://www.wikidata.org/entity/Q9250021,tt0193890,Village of Tigers,167056
http://www.wikidata.org/entity/Q5639485,tt0365296,Hair High,127300
http://www.wikidata.org/entity/Q593123,tt1093842,My Winnipeg,159363
http://www.wikidata.org/entity/Q3028325,tt0104109,Dingo,132500
http://www.wikidata.org/entity/Q3414343,tt0299547,Black and White,177886
http://www.wikidata.org/entity/Q813724,tt0057877,Becket,149327
http://www.wikidata.org/entity/Q485725,tt1588170,I Saw the Devil,129210
http://www.wikidata.org/entity/Q975421,tt0085282,Bush Christmas,122035
http://www.wikidata.org/entity/Q7897087,tt0997263,Unmade Beds,180144
http://www.wikidata.org/entity/Q12402020,tt2246833,Vilamor,145595.9
http://www.wikidata.org/entity/Q21034402,tt2634200,Don't Think I've Forgotten,132564
http://www.wikidata.org/entity/Q5215162,tt0154378,Dance Me to My Song,175138
http://www.wikidata.org/entity/Q75108652,tt0081811,¡Qué verde era mi duque!,136132.76
http://www.wikidata.org/entity/Q6744098,tt0217643,Mallboy,140742
http://www.wikidata.org/entity/Q110622667,tt11930126,Alcarràs,161113
http://www.wikidata.org/entity/Q39082216,tt1461681,Hit,129589
http://www.wikidata.org/entity/Q565130,tt0235198,Audition,131296
http://www.wikidata.org/entity/Q6096332,tt0327205,Something in the Air,153644
http://www.wikidata.org/entity/Q105296003,tt9717498,Uno para todos,170895
http://www.wikidata.org/entity/Q1053293,tt1650453,I Wish,145808
http://www.wikidata.org/entity/Q5447870,tt0083937,Fighting Back,121000
http://www.wikidata.org/entity/Q19609893,tt0098329,Always Xonxa,138638.32
http://www.wikidata.org/entity/Q4949681,tt0094789,Boulevard of Broken Dreams,126359
http://www.wikidata.org/entity/Q7746251,tt0079444,The Last of the Knucklemen,180000
http://www.wikidata.org/entity/Q2565495,tt1043860,Newcastle,213563
http://www.wikidata.org/entity/Q7883370,tt0352951,Under the Radar,162757
http://www.wikidata.org/entity/Q51132277,tt8223844,"Modest Heroes: Ponoc Short Films Theatre, Volume 1",178027
http://www.wikidata.org/entity/Q7764866,tt0041886,The Small Back Room,129732
http://www.wikidata.org/entity/Q1712162,tt0259442,The Monkey's Mask,150177
http://www.wikidata.org/entity/Q283734,tt0181810,Sex: The Annabel Chong Story,233076
http://www.wikidata.org/entity/Q796792,tt0085204,BMX Bandits,124649
http://www.wikidata.org/entity/Q65084655,tt9484998,Palm Springs,164000
http://www.wikidata.org/entity/Q4658033,tt0374021,A Man's Gotta Do,154971
http://www.wikidata.org/entity/Q21639973,tt4537362,"Kidnapping, Caucasian Style!",180942
http://www.wikidata.org/entity/Q3087315,tt0083971,Freedom,157000
http://www.wikidata.org/entity/Q7802187,tt0240980,Till Human Voices Wake Us,131921
http://www.wikidata.org/entity/Q339876,tt0119488,L.A. Confidential,126216
http://www.wikidata.org/entity/Q5472705,tt0091069,Fortress,139000
http://www.wikidata.org/entity/Q5505183,tt0091810,Frog Dreaming,171000
http://www.wikidata.org/entity/Q2451484,tt0101808,Emerald City,192831
http://www.wikidata.org/entity/Q622380,tt0048473,Pather Panchali,134241
http://www.wikidata.org/entity/Q987973,tt0119546,A Little Bit of Soul,135437
http://www.wikidata.org/entity/Q7040133,tt0102539,Nirvana Street Murder,126028
http://www.wikidata.org/entity/Q7560680,tt1198220,Son of a Lion,124668
http://www.wikidata.org/entity/Q5053373,tt0078946,Cathy's Child,135000
http://www.wikidata.org/entity/Q7835668,tt0111478,Traps,130500
http://www.wikidata.org/entity/Q3794381,tt0102253,The Greek Labyrinth,155412
http://www.wikidata.org/entity/Q6683799,tt1876373,Lost & Found in Armenia,122305
http://www.wikidata.org/entity/Q1353408,tt0112913,Fallen Angels,163145
http://www.wikidata.org/entity/Q2521650,tt0098193,The Return of Swamp Thing,192816
http://www.wikidata.org/entity/Q20747599,tt4721400,From Afar,148594
http://www.wikidata.org/entity/Q48818107,tt7280898,22 July,166526
http://www.wikidata.org/entity/Q102067365,tt12847680,Retirement Home,123575
http://www.wikidata.org/entity/Q98925323,tt9834506,Post Mortem,141915
http://www.wikidata.org/entity/Q3221823,tt0357169,The Suit,130279
http://www.wikidata.org/entity/Q2527730,tt0058604,I Am Cuba,168100
http://www.wikidata.org/entity/Q5459878,tt0116325,Floating Life,141398
http://www.wikidata.org/entity/Q4345343,tt0933382,Soviet Park,130000
http://www.wikidata.org/entity/Q95996251,tt0095933,Puta misèria!,131605
http://www.wikidata.org/entity/Q5016137,tt1039949,Cactus,160934
http://www.wikidata.org/entity/Q1626592,tt0114429,Shirli-Myrli,231000
http://www.wikidata.org/entity/Q25512118,tt4121640,Dirty Wolves,128425
http://www.wikidata.org/entity/Q17150929,tt2866360,Coherence,139745
http://www.wikidata.org/entity/Q21148936,tt4530884,I Spit on Your Grave III: Vengeance is Mine,144661
http://www.wikidata.org/entity/Q3437259,tt0301777,Robot Stories,131451
http://www.wikidata.org/entity/Q11766331,tt0069702,Ambush,172695.3
http://www.wikidata.org/entity/Q6035127,tt0071661,Inn of the Damned,178000
http://www.wikidata.org/entity/Q7033968,tt0081233,Nightmares,168000
http://www.wikidata.org/entity/Q7752241,tt0092080,The More Things Change...,121924
http://www.wikidata.org/entity/Q18703193,tt2718440,Moonwalkers,135622
http://www.wikidata.org/entity/Q5610898,tt0093120,Ground Zero,178576
http://www.wikidata.org/entity/Q3285833,tt1302577,Pradolongo,153487.3
http://www.wikidata.org/entity/Q1218963,tt0049128,Day the World Ended,200000
http://www.wikidata.org/entity/Q1755263,tt0082242,Dead & Buried,216166
http://www.wikidata.org/entity/Q158398,tt1034314,Iron Sky,122082
http://www.wikidata.org/entity/Q7623815,tt0088198,Strikebound,157000
http://www.wikidata.org/entity/Q5681618,tt1278055,El frasco,124477
http://www.wikidata.org/entity/Q553901,tt1588895,Uncle Boonmee Who Can Recall His Past Lives,184292
http://www.wikidata.org/entity/Q571309,tt0360130,Undertow,143597
http://www.wikidata.org/entity/Q1810314,tt0339840,Undead,149590
http://www.wikidata.org/entity/Q1810314,tt0339840,Undead,229250
http://www.wikidata.org/entity/Q7735329,tt0091081,The Fringe Dwellers,174433
http://www.wikidata.org/entity/Q20856984,tt4899406,Neon Bull,148913
http://www.wikidata.org/entity/Q42396126,tt5592878,Errementari,150000
http://www.wikidata.org/entity/Q16683848,tt1598642,Z for Zachariah,121461
http://www.wikidata.org/entity/Q495134,tt0451094,Sympathy for Lady Vengeance,211667
http://www.wikidata.org/entity/Q2142996,tt0092048,Tampopo,224097
http://www.wikidata.org/entity/Q113997786,tt8980468,Sixth Bus,153319
http://www.wikidata.org/entity/Q1838754,tt2401096,Leve boerenliefde,163568
http://www.wikidata.org/entity/Q2028280,tt1227189,Everybody Dies but Me,235432
http://www.wikidata.org/entity/Q97103592,tt6882604,Archive,139593
http://www.wikidata.org/entity/Q285677,tt0479767,Asiris Nuna,138490
http://www.wikidata.org/entity/Q1865670,tt0382810,Little Fish,3829869
http://www.wikidata.org/entity/Q851095,tt0120735,"Lock, Stock and Two Smoking Barrels",3897569
http://www.wikidata.org/entity/Q936327,tt0067992,Willy Wonka & the Chocolate Factory,4000000
http://www.wikidata.org/entity/Q5901134,tt0478970,Ant-Man,3806353.59
http://www.wikidata.org/entity/Q113045179,tt13349892,Kompromat,4099572
http://www.wikidata.org/entity/Q2120297,tt1373243,The New Year's Rate Plan,3877492
http://www.wikidata.org/entity/Q10581740,tt0066071,Mera ur kärlekens språk,3749000
http://www.wikidata.org/entity/Q55439830,tt2283336,Men in Black: International,3991614
http://www.wikidata.org/entity/Q485677,tt0497137,"I'm a Cyborg, But That's OK",4135966
http://www.wikidata.org/entity/Q955416,tt0087004,The Brother from Another Planet,4000000
http://www.wikidata.org/entity/Q18340290,tt4142598,La hija de Moctezuma,3800000
http://www.wikidata.org/entity/Q1754140,tt0085780,The Keep,4218594
http://www.wikidata.org/entity/Q2080262,tt1368440,Branded,3754070
http://www.wikidata.org/entity/Q2532981,tt0106761,Double Dragon,4152699
http://www.wikidata.org/entity/Q5412577,tt2091235,Blue and Not So Pink,4164672
http://www.wikidata.org/entity/Q7770736,tt0110785,The Turkish Passion,3777123.14
http://www.wikidata.org/entity/Q885117,tt0056875,Blood Feast,4000000
http://www.wikidata.org/entity/Q3027987,tt0037644,Dillinger,4000000
http://www.wikidata.org/entity/Q20155790,tt4589186,Saint-Amour,4100000
http://www.wikidata.org/entity/Q60854262,tt13045626,Q60854262,4000000
http://www.wikidata.org/entity/Q5966987,tt1322302,The Zero Hour,3947360
http://www.wikidata.org/entity/Q575248,tt0079368,Jesus,4000000
http://www.wikidata.org/entity/Q104184744,tt13651628,Belle,4018313
http://www.wikidata.org/entity/Q15972383,tt2802154,Leviathan,4100000
http://www.wikidata.org/entity/Q1888547,tt0045883,Hondo,4100000
http://www.wikidata.org/entity/Q86675328,tt11003218,Pig,3861308
http://www.wikidata.org/entity/Q2338318,tt0092042,Tai-Pan,4007250
http://www.wikidata.org/entity/Q28127580,tt5639354,A Fantastic Woman,3730327
http://www.wikidata.org/entity/Q16251439,tt2980210,A Hologram for the King,4212494
http://www.wikidata.org/entity/Q19521218,tt4400038,Chocolat,4100000
http://www.wikidata.org/entity/Q1075839,tt1024715,Choke,3980000
http://www.wikidata.org/entity/Q20649227,tt4158096,Free Fire,3719383
http://www.wikidata.org/entity/Q114144283,tt19845414,Hell Dogs,3744712
http://www.wikidata.org/entity/Q1283552,tt1020530,Eden Lake,4200000
http://www.wikidata.org/entity/Q1283810,tt0055256,"One, Two, Three",4000000
http://www.wikidata.org/entity/Q1542184,tt0034587,Cat People,4000000
http://www.wikidata.org/entity/Q3330919,tt0083959,Forbidden World,4000000
http://www.wikidata.org/entity/Q1194211,tt0037954,"Objective, Burma!",3961000
http://www.wikidata.org/entity/Q1067409,tt0427312,Grizzly Man,4100000
http://www.wikidata.org/entity/Q313764,tt0078875,The Tin Drum,4000000
http://www.wikidata.org/entity/Q1368665,tt1677561,Colorful,3921769
http://www.wikidata.org/entity/Q14578326,tt2870708,Wish I Was Here,4036366
http://www.wikidata.org/entity/Q15059365,tt2261331,Black Sea,4070789
http://www.wikidata.org/entity/Q21646521,tt4084056,The Sense of Wonder,3850054
http://www.wikidata.org/entity/Q739849,tt0094919,Critters 2: The Main Course,3813293
http://www.wikidata.org/entity/Q764639,tt0073747,The Stepford Wives,4000000
http://www.wikidata.org/entity/Q3212763,tt0080833,Guyana: Crime of the Century,3798102
http://www.wikidata.org/entity/Q1573662,tt1899353,The Raid,4100000
http://www.wikidata.org/entity/Q51954909,tt6820256,Arctic,4165776
http://www.wikidata.org/entity/Q913439,tt0393109,Brick,4000000
http://www.wikidata.org/entity/Q1751588,tt0292066,Lan Yu,3847964
http://www.wikidata.org/entity/Q1384202,tt0109759,Exotica,4221036
http://www.wikidata.org/entity/Q1809063,tt0034646,Desperate Journey,3980000
http://www.wikidata.org/entity/Q64390886,tt7430722,War,3992000
http://www.wikidata.org/entity/Q565231,tt0089881,Ran,4135750
http://www.wikidata.org/entity/Q864930,tt0115736,Bound,3800000
http://www.wikidata.org/entity/Q3283835,tt0082956,Puberty Blues,3918000
http://www.wikidata.org/entity/Q18392433,tt4062536,Green Room,3807503
http://www.wikidata.org/entity/Q14623562,tt2515030,Paradise Lost,3800000
http://www.wikidata.org/entity/Q106602580,tt11465994,Our Consul in Havana,4077000
http://www.wikidata.org/entity/Q98096769,tt12768840,Get the Hell Out,4170000
http://www.wikidata.org/entity/Q51843955,tt8254556,Girl (2018 film),4100000
http://www.wikidata.org/entity/Q609312,tt0076683,The Sentinel,4000000
http://www.wikidata.org/entity/Q113407742,tt15575470,Project Wolf Hunting,3812670
http://www.wikidata.org/entity/Q28956599,tt6053438,First Reformed,3862498
http://www.wikidata.org/entity/Q862058,tt0460829,Inland Empire,4028293
http://www.wikidata.org/entity/Q4180811,tt0420982,Dead Man's Bluff,4180000
http://www.wikidata.org/entity/Q705230,tt0245046,Charlotte Gray,4188497
http://www.wikidata.org/entity/Q1140578,tt0105665,Twin Peaks: Fire Walk with Me,4160851
http://www.wikidata.org/entity/Q1140578,tt0105665,Twin Peaks: Fire Walk with Me,4232034
http://www.wikidata.org/entity/Q5778001,tt2398143,Colosio: El asesinato,4220676
http://www.wikidata.org/entity/Q22953531,tt4471388,Mafia: The Game of Survival,4026795
http://www.wikidata.org/entity/Q2501468,tt0114279,Richard III,4199334
http://www.wikidata.org/entity/Q2025479,tt0077296,Caravans,3930501
http://www.wikidata.org/entity/Q574057,tt0091538,Mona Lisa,4107000
http://www.wikidata.org/entity/Q3427449,tt0347449,Moon of Avellaneda,4032448
http://www.wikidata.org/entity/Q63246568,tt8613070,Portrait of a Lady on Fire,3759854
http://www.wikidata.org/entity/Q1140738,tt0305396,The Crocodile Hunter: Collision Course,3892095
http://www.wikidata.org/entity/Q1648869,tt1276110,Charlie & Boots,3857743
http://www.wikidata.org/entity/Q4387957,tt0862946,Mushishi,4200000
http://www.wikidata.org/entity/Q918485,tt0064639,Marooned,4000000
http://www.wikidata.org/entity/Q734950,tt0045943,Julius Caesar,3920000
http://www.wikidata.org/entity/Q1510064,tt1454523,Black Bread,3784105
http://www.wikidata.org/entity/Q604192,tt0285441,Atanarjuat: The Fast Runner,3789952
http://www.wikidata.org/entity/Q1872528,tt0323120,Loving Annabelle,4200000
http://www.wikidata.org/entity/Q622877,tt1071812,Mao's Last Dancer,15440315
http://www.wikidata.org/entity/Q906705,tt0068699,High Plains Drifter,15700000
http://www.wikidata.org/entity/Q652186,tt0381681,Before Sunset,15936507
http://www.wikidata.org/entity/Q906705,tt0068699,High Plains Drifter,15706540
http://www.wikidata.org/entity/Q730473,tt0099165,The Bonfire of the Vanities,15691192
http://www.wikidata.org/entity/Q835650,tt0100814,Tremors,16667084
http://www.wikidata.org/entity/Q691788,tt0251736,House of 1000 Corpses,16800000
http://www.wikidata.org/entity/Q221020,tt1041804,The Nutcracker in 3D,16000000
http://www.wikidata.org/entity/Q1962112,tt1239426,Stilyagi,16810383
http://www.wikidata.org/entity/Q65679599,tt10633456,Minari,15312445
http://www.wikidata.org/entity/Q706586,tt0074292,The Cassandra Crossing,15300000
http://www.wikidata.org/entity/Q1348275,tt0110598,Muriel's Wedding,15765571
http://www.wikidata.org/entity/Q104889029,tt14060094,Blacklight,15902207
http://www.wikidata.org/entity/Q27964442,tt5001718,"Everything, Everything",15356113
http://www.wikidata.org/entity/Q1298893,tt0075765,Black Sunday,15769322
http://www.wikidata.org/entity/Q1064553,tt0082247,Death Hunt,16000000
http://www.wikidata.org/entity/Q942603,tt0100973,The Swordsman,16052552
http://www.wikidata.org/entity/Q1763458,tt0086346,Spacehunter: Adventures in the Forbidden Zone,16478265
http://www.wikidata.org/entity/Q15270728,tt2739884,Love in Vegas,15880000
http://www.wikidata.org/entity/Q678643,tt1925421,Elena,16182427
